order_id,order_date,order_value,category,payment_method,customer_age_days,past_orders,past_return_rate,address_mismatch,delivery_days,orders_last_24h,discount_pct,returned
R05698,2025-05-19,748,Electronics,Prepaid,144,5,0.373,1,12,2,0,1
R03112,2025-05-19,591,Electronics,COD,189,5,0.263,1,3,2,20,1
R05319,2025-05-19,1796,Clothing,Prepaid,668,7,0.476,0,11,1,10,0
R00207,2025-05-19,1156,Clothing,Prepaid,789,7,0.169,0,10,1,10,0
R02943,2025-05-19,3022,Clothing,COD,551,5,0.356,0,9,1,50,1
R04747,2025-05-19,1040,Electronics,Prepaid,260,3,0.3,0,11,2,50,0
R01671,2025-05-19,2470,Clothing,COD,515,3,0.147,0,5,1,50,0
R02107,2025-05-19,7989,Clothing,Prepaid,620,4,0.466,0,9,2,0,1
R02843,2025-05-19,475,Clothing,Prepaid,972,8,0.326,1,9,1,0,0
R04841,2025-05-19,2259,Beauty,COD,423,6,0.225,0,8,1,30,0
R05488,2025-05-19,1114,Clothing,Prepaid,520,4,0.371,0,6,1,50,0
R04080,2025-05-19,2001,Books,Prepaid,132,4,0.022,0,7,1,5,0
R03187,2025-05-19,3690,Home,COD,724,6,0.119,0,7,2,20,0
R01275,2025-05-19,1042,Clothing,COD,179,6,0.016,0,1,1,10,0
R04576,2025-05-19,2595,Books,Prepaid,696,2,0.398,0,7,1,5,0
R02937,2025-05-19,939,Clothing,Prepaid,334,9,0.268,0,4,3,0,1
R00714,2025-05-19,868,Beauty,Prepaid,785,6,0.389,0,10,1,20,0
R04636,2025-05-19,1839,Clothing,COD,376,5,0.137,0,3,1,0,0
R01134,2025-05-19,833,Electronics,Prepaid,351,4,0.388,1,6,1,5,0
R00128,2025-05-19,2315,Clothing,Prepaid,693,6,0.522,0,9,2,0,0
R02281,2025-05-19,2050,Books,COD,620,6,0.655,0,2,1,0,0
R03247,2025-05-19,1051,Books,Prepaid,886,4,0.046,0,3,2,0,0
R04423,2025-05-19,218,Clothing,Prepaid,477,5,0.505,0,5,1,20,0
R01822,2025-05-19,3783,Clothing,COD,813,6,0.041,0,2,1,20,0
R03226,2025-05-20,378,Clothing,COD,411,4,0.264,0,3,1,5,1
R01870,2025-05-20,1741,Home,Prepaid,123,8,0.047,0,7,1,50,0
R05228,2025-05-20,5429,Clothing,COD,552,8,0.054,0,12,1,5,0
R00911,2025-05-20,314,Electronics,COD,67,9,0.067,0,3,1,0,0
R03157,2025-05-20,644,Electronics,Prepaid,559,6,0.223,0,3,1,50,0
R03203,2025-05-20,150,Electronics,Prepaid,49,11,0.133,0,5,1,10,0
R04298,2025-05-20,2339,Clothing,COD,759,5,0.245,0,12,1,50,0
R05600,2025-05-20,491,Electronics,Prepaid,205,3,0.163,0,3,1,50,0
R04429,2025-05-20,2210,Home,COD,837,9,0.177,0,10,4,10,0
R01558,2025-05-20,1174,Home,COD,19,6,0.323,0,5,2,0,0
R00864,2025-05-20,1544,Electronics,Prepaid,627,7,0.481,0,9,2,5,0
R05005,2025-05-20,1146,Beauty,COD,148,7,0.266,0,10,1,0,0
R04306,2025-05-20,2374,Electronics,COD,969,8,0.075,0,11,1,30,1
R01825,2025-05-20,431,Electronics,COD,623,8,0.273,0,3,2,30,0
R03627,2025-05-20,2224,Home,Prepaid,89,6,0.336,0,10,2,20,0
R00645,2025-05-20,861,Clothing,Prepaid,4,7,0.076,0,8,1,0,0
R05497,2025-05-20,297,Clothing,Prepaid,392,3,0.218,0,12,1,5,0
R04504,2025-05-20,759,Electronics,COD,381,7,0.432,0,6,2,0,0
R04974,2025-05-20,613,Clothing,COD,202,7,0.078,0,9,1,30,0
R02922,2025-05-20,1263,Clothing,Prepaid,917,8,0.091,0,2,1,5,0
R03432,2025-05-20,933,Electronics,Prepaid,856,4,0.215,1,11,2,0,0
R05047,2025-05-20,1412,Home,Prepaid,622,4,0.216,0,10,2,10,0
R00173,2025-05-20,656,Home,COD,31,5,0.364,0,2,1,10,1
R00370,2025-05-20,357,Electronics,Prepaid,93,5,0.097,0,8,2,0,0
R01058,2025-05-20,862,Books,COD,868,7,0.014,0,7,2,30,0
R00320,2025-05-20,1054,Clothing,COD,832,6,0.119,0,5,2,5,0
R02121,2025-05-20,1930,Home,Prepaid,222,9,0.109,0,1,2,20,0
R03678,2025-05-20,504,Beauty,Prepaid,895,5,0.212,0,8,2,5,0
R01061,2025-05-20,1558,Books,Prepaid,799,5,0.159,0,12,1,5,0
R01148,2025-05-20,2431,Home,COD,897,7,0.149,0,5,1,10,0
R02995,2025-05-20,1321,Home,COD,727,10,0.512,0,7,2,30,0
R04083,2025-05-20,991,Beauty,COD,547,6,0.351,0,6,1,10,0
R03847,2025-05-20,1248,Clothing,COD,997,4,0.203,0,8,1,0,0
R01775,2025-05-20,906,Clothing,COD,895,4,0.086,0,8,2,10,0
R02575,2025-05-20,1846,Clothing,Prepaid,530,3,0.307,0,9,3,30,0
R01691,2025-05-20,2343,Electronics,Prepaid,85,4,0.076,0,7,3,0,0
R04915,2025-05-21,2077,Books,Prepaid,432,6,0.274,0,8,2,5,1
R03544,2025-05-21,518,Electronics,Prepaid,97,2,0.135,0,2,1,20,0
R01731,2025-05-21,3716,Clothing,Prepaid,506,6,0.158,0,4,1,50,0
R03387,2025-05-21,1031,Clothing,COD,489,5,0.223,0,10,1,0,0
R01242,2025-05-21,10307,Beauty,COD,320,11,0.605,0,12,1,10,0
R00002,2025-05-21,4498,Home,COD,355,7,0.35,0,10,2,10,0
R01914,2025-05-21,1499,Books,Prepaid,624,6,0.035,0,8,2,30,0
R02662,2025-05-21,13714,Clothing,COD,474,6,0.385,0,9,1,0,0
R00734,2025-05-21,961,Home,COD,262,3,0.04,0,7,2,50,0
R03001,2025-05-21,3021,Electronics,Prepaid,164,5,0.304,0,3,1,5,0
R02449,2025-05-21,2832,Electronics,Prepaid,848,3,0.099,0,12,1,10,0
R02447,2025-05-21,340,Beauty,Prepaid,360,5,0.209,1,11,1,0,0
R05841,2025-05-21,1840,Clothing,COD,764,13,0.469,1,9,1,0,0
R00210,2025-05-21,824,Clothing,Prepaid,507,4,0.136,1,3,1,0,0
R01611,2025-05-21,2390,Beauty,COD,729,8,0.468,0,6,1,0,0
R00602,2025-05-21,3012,Clothing,COD,602,5,0.065,0,1,2,0,0
R00815,2025-05-21,1063,Electronics,Prepaid,893,4,0.427,0,10,1,5,1
R03866,2025-05-21,592,Electronics,Prepaid,209,7,0.067,0,10,1,10,0
R01278,2025-05-21,1949,Beauty,Prepaid,838,9,0.307,0,4,1,0,0
R00402,2025-05-21,2179,Beauty,Prepaid,926,6,0.173,0,12,1,50,0
R03224,2025-05-21,1644,Clothing,Prepaid,528,13,0.498,0,9,2,0,0
R05495,2025-05-21,1528,Home,COD,836,5,0.227,0,12,3,0,0
R03223,2025-05-21,1320,Home,Prepaid,678,3,0.289,0,12,1,20,0
R01339,2025-05-21,2225,Electronics,COD,86,4,0.074,0,1,3,30,0
R02212,2025-05-21,330,Clothing,Prepaid,660,5,0.207,0,1,1,50,1
R05904,2025-05-21,429,Electronics,COD,752,0,0.453,0,5,2,70,0
R04276,2025-05-21,1757,Beauty,Prepaid,173,5,0.215,0,6,1,30,0
R00836,2025-05-21,296,Electronics,COD,738,6,0.164,0,2,2,5,0
R02096,2025-05-21,539,Electronics,Prepaid,0,10,0.21,0,9,3,0,1
R00050,2025-05-21,2785,Clothing,COD,830,7,0.379,0,11,1,5,0
R02320,2025-05-21,1796,Clothing,COD,69,7,0.234,0,2,1,0,0
R01469,2025-05-21,999,Books,Prepaid,967,5,0.175,0,3,2,10,0
R05019,2025-05-22,2742,Clothing,COD,25,3,0.162,0,7,2,0,0
R00112,2025-05-22,1295,Clothing,COD,789,7,0.148,0,9,1,10,0
R05074,2025-05-22,235,Electronics,Prepaid,377,8,0.038,0,7,1,5,0
R00107,2025-05-22,1705,Clothing,COD,931,10,0.072,0,11,2,20,0
R02603,2025-05-22,913,Beauty,COD,562,5,0.084,0,3,1,0,0
R04953,2025-05-22,2143,Beauty,Prepaid,381,2,0.052,1,10,2,0,0
R04225,2025-05-22,423,Home,Prepaid,687,3,0.206,0,6,1,30,0
R01212,2025-05-22,1186,Electronics,COD,892,6,0.214,1,1,1,20,0
R05371,2025-05-22,466,Electronics,Prepaid,913,9,0.098,0,11,1,5,0
R03429,2025-05-22,2017,Electronics,Prepaid,197,6,0.277,0,7,1,20,0
R03074,2025-05-22,2080,Clothing,COD,140,7,0.302,0,10,1,0,0
R00613,2025-05-22,1337,Home,Prepaid,777,6,0.12,0,2,3,20,0
R00766,2025-05-22,1802,Beauty,Prepaid,585,3,0.256,0,8,1,20,0
R01313,2025-05-22,4270,Clothing,Prepaid,380,8,0.122,0,2,2,50,0
R02858,2025-05-22,1635,Electronics,Prepaid,621,6,0.345,1,2,1,10,0
R05355,2025-05-22,608,Electronics,Prepaid,446,8,0.174,0,1,1,0,0
R03480,2025-05-22,2171,Electronics,Prepaid,199,9,0.414,0,9,2,10,0
R00025,2025-05-22,514,Clothing,Prepaid,251,4,0.305,0,6,1,30,0
R00160,2025-05-22,621,Clothing,COD,513,6,0.142,0,3,2,0,0
R02988,2025-05-22,1192,Electronics,COD,848,7,0.025,0,10,4,5,1
R01726,2025-05-22,6916,Clothing,Prepaid,881,6,0.222,0,7,1,0,0
R03565,2025-05-22,329,Electronics,COD,840,4,0.371,0,10,2,0,0
R00278,2025-05-22,760,Electronics,COD,127,7,0.276,0,1,1,0,0
R04072,2025-05-22,951,Clothing,COD,330,5,0.435,0,3,1,30,0
R00598,2025-05-22,4378,Beauty,COD,865,8,0.102,0,7,1,20,0
R00806,2025-05-22,323,Clothing,Prepaid,532,7,0.212,0,2,1,0,0
R01441,2025-05-22,959,Clothing,COD,499,7,0.094,1,6,1,5,0
R01498,2025-05-22,1376,Electronics,Prepaid,778,4,0.257,0,4,4,50,0
R05185,2025-05-22,843,Electronics,Prepaid,106,6,0.287,0,9,3,30,0
R01416,2025-05-22,903,Beauty,Prepaid,243,5,0.332,0,7,2,10,0
R00918,2025-05-22,1717,Electronics,COD,800,6,0.085,0,6,2,0,0
R03326,2025-05-22,364,Clothing,COD,483,3,0.304,0,8,1,50,0
R05492,2025-05-22,427,Books,Prepaid,468,7,0.421,0,2,1,20,0
R00690,2025-05-22,419,Electronics,COD,565,7,0.208,0,9,2,70,0
R03350,2025-05-22,601,Home,COD,666,4,0.451,0,11,1,0,0
R03055,2025-05-23,992,Clothing,Prepaid,845,4,0.175,0,10,1,0,0
R00476,2025-05-23,1956,Electronics,Prepaid,374,6,0.28,0,4,2,20,0
R05563,2025-05-23,1350,Beauty,Prepaid,701,12,0.048,0,2,1,0,0
R03382,2025-05-23,3174,Beauty,COD,151,2,0.364,0,8,2,5,1
R00106,2025-05-23,4620,Home,Prepaid,633,7,0.043,0,2,1,5,0
R04362,2025-05-23,4066,Beauty,COD,111,4,0.41,0,9,2,10,1
R05871,2025-05-23,3090,Electronics,Prepaid,584,5,0.064,0,11,1,30,0
R01430,2025-05-23,1565,Clothing,Prepaid,868,5,0.161,0,12,2,10,0
R02648,2025-05-23,1488,Clothing,COD,90,10,0.154,0,1,1,5,0
R00725,2025-05-23,2796,Beauty,Prepaid,565,4,0.1,0,3,2,0,0
R05454,2025-05-23,2725,Books,Prepaid,206,3,0.108,0,7,2,0,0
R03422,2025-05-23,1224,Electronics,COD,830,11,0.454,0,5,1,0,0
R03323,2025-05-23,1236,Beauty,COD,160,7,0.144,1,1,2,50,1
R05217,2025-05-23,1014,Beauty,Prepaid,984,7,0.015,0,8,1,20,0
R04613,2025-05-23,6709,Home,Prepaid,190,1,0.155,0,9,2,30,0
R04125,2025-05-23,465,Clothing,Prepaid,931,3,0.215,0,6,1,20,0
R00249,2025-05-23,1325,Beauty,Prepaid,784,7,0.222,0,6,2,0,0
R00990,2025-05-23,1947,Books,COD,283,4,0.29,0,4,2,10,0
R00955,2025-05-23,426,Clothing,Prepaid,545,6,0.097,0,11,1,10,0
R02284,2025-05-23,886,Electronics,COD,36,5,0.096,0,1,2,20,0
R05682,2025-05-23,2480,Home,Prepaid,225,5,0.217,0,3,1,10,0
R00213,2025-05-23,2088,Beauty,COD,160,5,0.208,0,2,1,70,0
R02009,2025-05-23,3033,Home,COD,786,6,0.145,0,10,1,0,0
R04084,2025-05-23,1894,Clothing,Prepaid,576,9,0.275,0,4,2,10,1
R00016,2025-05-23,935,Home,Prepaid,528,9,0.047,0,7,1,10,0
R03967,2025-05-23,1235,Electronics,Prepaid,507,7,0.175,0,2,2,20,0
R03915,2025-05-23,926,Beauty,COD,301,3,0.325,0,8,1,50,0
R03396,2025-05-24,835,Beauty,COD,673,6,0.087,0,1,1,70,0
R03130,2025-05-24,1666,Clothing,Prepaid,974,4,0.249,0,8,1,10,0
R02702,2025-05-24,639,Clothing,Prepaid,676,5,0.055,0,7,2,10,0
R03154,2025-05-24,642,Clothing,Prepaid,496,3,0.346,0,2,2,5,1
R04712,2025-05-24,799,Beauty,Prepaid,5,6,0.136,0,12,1,0,0
R02236,2025-05-24,1136,Home,Prepaid,663,8,0.08,0,10,4,5,0
R00639,2025-05-24,1523,Beauty,Prepaid,866,5,0.31,0,9,1,10,0
R02801,2025-05-24,772,Electronics,Prepaid,29,6,0.229,0,5,1,0,0
R01414,2025-05-24,3987,Clothing,Prepaid,426,4,0.123,1,5,1,5,1
R00135,2025-05-24,466,Home,COD,228,2,0.197,0,7,1,0,0
R00692,2025-05-24,2917,Home,COD,920,7,0.254,0,12,2,20,0
R02725,2025-05-24,1797,Beauty,COD,815,5,0.199,1,11,2,10,0
R01461,2025-05-24,1941,Electronics,Prepaid,514,2,0.41,0,9,2,5,0
R02809,2025-05-24,2494,Clothing,COD,516,2,0.04,0,4,1,0,0
R01617,2025-05-24,6470,Clothing,COD,841,8,0.37,0,10,4,0,1
R01980,2025-05-24,3746,Books,Prepaid,975,1,0.291,0,12,1,30,0
R04908,2025-05-24,800,Beauty,COD,943,3,0.251,1,3,2,0,0
R01133,2025-05-24,150,Electronics,Prepaid,635,7,0.118,0,7,2,0,0
R02671,2025-05-24,1512,Home,COD,758,8,0.161,0,5,1,10,0
R01254,2025-05-24,508,Electronics,COD,211,10,0.261,0,9,1,10,0
R00261,2025-05-24,1110,Clothing,Prepaid,896,8,0.113,0,4,5,50,1
R00745,2025-05-24,1048,Clothing,Prepaid,117,9,0.333,0,6,1,0,0
R04804,2025-05-24,1480,Electronics,Prepaid,604,3,0.044,0,8,1,5,0
R03483,2025-05-24,1309,Beauty,COD,721,5,0.237,1,6,1,20,0
R05982,2025-05-24,655,Home,Prepaid,799,4,0.104,0,5,1,0,0
R04516,2025-05-24,347,Electronics,Prepaid,358,1,0.148,0,1,2,20,0
R02547,2025-05-24,1922,Books,Prepaid,691,9,0.27,1,4,2,20,0
R00559,2025-05-24,1510,Home,Prepaid,816,7,0.054,1,5,2,0,0
R04099,2025-05-24,1580,Clothing,Prepaid,780,8,0.285,0,9,2,0,0
R01986,2025-05-24,590,Clothing,COD,317,8,0.157,0,2,2,30,0
R03385,2025-05-25,1943,Clothing,Prepaid,374,4,0.333,0,8,1,30,0
R05617,2025-05-25,343,Home,COD,765,5,0.522,0,1,1,5,0
R04909,2025-05-25,6284,Electronics,Prepaid,302,9,0.253,0,1,2,20,0
R03296,2025-05-25,913,Beauty,Prepaid,239,6,0.304,0,11,1,10,1
R04271,2025-05-25,687,Beauty,COD,533,1,0.182,0,1,1,5,0
R03571,2025-05-25,481,Home,Prepaid,826,4,0.139,1,6,1,0,0
R04005,2025-05-25,2669,Beauty,COD,709,7,0.101,1,6,1,30,0
R05896,2025-05-25,1938,Clothing,Prepaid,300,7,0.381,0,4,2,30,0
R00591,2025-05-25,1257,Beauty,Prepaid,973,8,0.604,0,6,3,0,1
R05473,2025-05-25,1446,Electronics,COD,887,4,0.2,0,12,2,5,1
R03564,2025-05-25,3224,Books,Prepaid,394,2,0.245,0,7,2,10,0
R03752,2025-05-25,1454,Clothing,COD,706,8,0.029,0,5,3,10,0
R04308,2025-05-25,1178,Beauty,COD,372,7,0.392,0,12,1,0,0
R05544,2025-05-25,828,Books,Prepaid,264,10,0.036,0,1,3,5,0
R00105,2025-05-25,433,Home,Prepaid,988,4,0.489,0,9,1,0,0
R01284,2025-05-25,430,Clothing,Prepaid,831,5,0.192,0,11,2,20,0
R00484,2025-05-25,1843,Home,Prepaid,835,3,0.207,0,11,1,10,0
R02206,2025-05-25,3197,Clothing,COD,693,7,0.261,0,12,1,0,0
R01012,2025-05-25,545,Clothing,Prepaid,171,8,0.057,0,3,1,20,0
R03393,2025-05-25,356,Clothing,Prepaid,544,7,0.149,0,9,2,5,0
R05512,2025-05-25,735,Electronics,Prepaid,222,8,0.2,0,7,1,50,1
R02257,2025-05-25,2396,Home,COD,868,8,0.324,0,6,1,5,0
R00716,2025-05-25,597,Beauty,Prepaid,369,2,0.102,0,3,1,10,0
R03481,2025-05-25,1667,Beauty,Prepaid,696,4,0.028,0,3,2,0,0
R00860,2025-05-25,846,Clothing,Prepaid,480,7,0.043,0,6,1,5,0
R05909,2025-05-25,3024,Electronics,COD,474,9,0.552,0,7,2,30,0
R05296,2025-05-25,3223,Electronics,Prepaid,348,9,0.099,1,4,1,20,1
R02902,2025-05-25,705,Clothing,COD,922,5,0.114,0,9,2,5,0
R02983,2025-05-25,495,Beauty,Prepaid,143,2,0.267,0,2,1,20,0
R01578,2025-05-25,522,Clothing,COD,805,8,0.124,0,7,1,10,0
R02899,2025-05-25,870,Electronics,COD,722,5,0.366,1,4,1,50,1
R00686,2025-05-25,1056,Clothing,COD,924,7,0.205,0,9,2,0,0
R01736,2025-05-25,923,Beauty,Prepaid,217,7,0.166,1,1,1,70,0
R04525,2025-05-25,2187,Clothing,COD,337,2,0.343,0,1,1,10,0
R01684,2025-05-25,1197,Home,Prepaid,529,7,0.082,0,5,1,0,0
R02005,2025-05-25,1533,Clothing,Prepaid,235,6,0.01,0,6,2,0,0
R05362,2025-05-25,291,Books,COD,440,4,0.114,0,1,2,50,0
R05922,2025-05-25,320,Beauty,Prepaid,356,10,0.333,0,1,2,50,1
R05155,2025-05-25,532,Home,COD,672,5,0.081,0,3,2,0,1
R04467,2025-05-25,654,Clothing,COD,460,6,0.178,0,10,1,5,0
R02567,2025-05-25,4261,Home,Prepaid,10,6,0.042,0,1,1,10,0
R02557,2025-05-25,4812,Clothing,COD,932,6,0.441,0,12,1,20,0
R02832,2025-05-25,281,Clothing,COD,429,6,0.075,0,7,1,10,1
R00071,2025-05-25,845,Clothing,COD,400,7,0.096,0,9,1,0,0
R03037,2025-05-26,1231,Books,Prepaid,401,6,0.092,0,11,2,5,0
R04753,2025-05-26,414,Books,Prepaid,200,11,0.269,0,4,1,0,0
R03057,2025-05-26,1519,Clothing,COD,600,3,0.077,0,10,1,20,0
R00852,2025-05-26,715,Clothing,Prepaid,766,3,0.186,0,1,2,30,0
R01260,2025-05-26,1102,Clothing,Prepaid,0,3,0.368,0,1,1,20,0
R01199,2025-05-26,3580,Clothing,Prepaid,509,3,0.179,0,2,2,0,0
R05332,2025-05-26,1375,Home,Prepaid,13,5,0.032,0,11,1,5,0
R00551,2025-05-26,908,Beauty,Prepaid,174,8,0.267,1,3,2,0,0
R04288,2025-05-26,1174,Clothing,Prepaid,355,2,0.113,0,7,1,10,0
R00103,2025-05-26,461,Books,Prepaid,358,6,0.18,0,12,1,0,0
R00596,2025-05-26,1238,Books,Prepaid,733,4,0.341,0,12,2,20,0
R04975,2025-05-26,1034,Beauty,COD,88,4,0.307,0,11,1,0,0
R01749,2025-05-26,1848,Beauty,COD,378,5,0.138,0,6,2,20,0
R04976,2025-05-26,746,Beauty,Prepaid,265,4,0.162,0,4,1,10,0
R03818,2025-05-26,898,Clothing,Prepaid,585,8,0.293,1,5,3,50,1
R03803,2025-05-26,583,Electronics,COD,461,6,0.357,1,1,2,10,1
R01087,2025-05-26,424,Electronics,Prepaid,632,8,0.104,0,10,1,10,0
R00428,2025-05-26,2544,Beauty,COD,161,9,0.049,0,8,3,5,1
R00092,2025-05-26,1478,Books,Prepaid,321,6,0.59,0,6,1,5,0
R02296,2025-05-26,1451,Home,Prepaid,293,6,0.126,0,8,2,20,0
R02545,2025-05-26,1043,Electronics,COD,66,7,0.416,1,7,1,0,1
R02535,2025-05-26,684,Beauty,COD,626,9,0.168,0,10,2,5,0
R05421,2025-05-26,958,Clothing,Prepaid,549,2,0.304,0,11,1,20,0
R05215,2025-05-26,680,Clothing,COD,925,4,0.094,1,6,1,5,0
R05393,2025-05-26,3234,Electronics,COD,756,9,0.099,0,9,1,70,0
R02497,2025-05-26,1112,Books,COD,752,6,0.084,0,1,1,5,0
R00654,2025-05-26,1003,Clothing,Prepaid,239,2,0.102,0,5,4,10,0
R04309,2025-05-26,1151,Clothing,COD,537,7,0.17,0,10,3,0,0
R04810,2025-05-26,891,Clothing,Prepaid,885,7,0.034,0,11,1,20,0
R02571,2025-05-26,1447,Clothing,Prepaid,294,7,0.152,1,5,1,5,0
R03300,2025-05-26,322,Books,COD,979,3,0.171,0,12,2,10,0
R00472,2025-05-26,150,Electronics,COD,257,3,0.099,0,1,1,0,0
R02093,2025-05-26,522,Electronics,Prepaid,648,6,0.011,0,9,1,0,0
R02532,2025-05-26,528,Beauty,COD,808,5,0.107,0,1,3,20,0
R01219,2025-05-27,993,Books,COD,243,8,0.315,0,7,2,5,0
R03198,2025-05-27,3953,Clothing,COD,511,2,0.354,0,4,2,0,1
R02935,2025-05-27,905,Clothing,Prepaid,122,4,0.089,0,12,1,5,0
R04206,2025-05-27,2733,Electronics,COD,841,5,0.442,1,11,1,0,0
R05444,2025-05-27,1769,Electronics,COD,275,4,0.386,0,12,1,50,1
R00336,2025-05-27,370,Electronics,Prepaid,849,7,0.16,1,10,1,0,0
R00291,2025-05-27,739,Electronics,COD,235,3,0.027,1,9,3,20,1
R05045,2025-05-27,1110,Books,Prepaid,609,4,0.116,0,4,1,30,0
R03833,2025-05-27,3059,Clothing,COD,907,8,0.096,0,7,1,10,0
R04054,2025-05-27,4566,Electronics,COD,510,9,0.072,1,9,1,5,0
R05079,2025-05-27,2080,Books,COD,586,1,0.286,1,6,1,0,0
R00837,2025-05-27,411,Home,COD,837,4,0.181,0,3,1,10,0
R02684,2025-05-27,782,Home,Prepaid,727,7,0.139,0,10,2,0,0
R03246,2025-05-27,227,Clothing,Prepaid,668,5,0.209,0,12,1,20,0
R03769,2025-05-27,1296,Beauty,Prepaid,106,6,0.057,0,10,2,5,0
R03713,2025-05-27,597,Clothing,Prepaid,7,1,0.029,0,2,1,0,0
R05589,2025-05-27,554,Electronics,Prepaid,790,8,0.359,0,2,1,0,0
R03868,2025-05-27,680,Clothing,Prepaid,573,8,0.29,0,3,2,70,0
R02161,2025-05-27,1224,Books,COD,882,7,0.138,0,10,1,20,0
R01334,2025-05-27,1368,Electronics,COD,646,4,0.215,0,7,2,0,0
R00227,2025-05-27,2022,Home,Prepaid,198,8,0.126,0,6,1,10,0
R02748,2025-05-27,1477,Books,COD,159,4,0.2,0,7,1,0,0
R03508,2025-05-27,1000,Clothing,Prepaid,138,7,0.062,0,5,1,10,0
R01001,2025-05-27,1112,Home,Prepaid,567,3,0.159,0,6,2,5,0
R03010,2025-05-27,1093,Beauty,Prepaid,306,9,0.153,0,3,1,0,0
R04392,2025-05-28,496,Clothing,Prepaid,742,5,0.175,0,2,1,0,1
R05121,2025-05-28,799,Electronics,Prepaid,834,6,0.147,0,10,2,5,0
R01965,2025-05-28,679,Clothing,Prepaid,991,6,0.179,0,4,2,0,0
R02196,2025-05-28,848,Books,Prepaid,813,2,0.12,0,12,2,10,0
R05539,2025-05-28,3282,Clothing,Prepaid,585,4,0.036,0,12,2,5,0
R04970,2025-05-28,1699,Clothing,Prepaid,717,4,0.089,0,10,1,5,0
R03078,2025-05-28,1276,Electronics,Prepaid,877,11,0.396,0,11,2,10,0
R02159,2025-05-28,1530,Electronics,COD,53,10,0.291,0,5,1,0,0
R00741,2025-05-28,1203,Clothing,Prepaid,402,5,0.473,0,11,1,30,0
R03401,2025-05-28,1266,Clothing,Prepaid,984,7,0.165,0,1,5,10,0
R05886,2025-05-28,1398,Clothing,Prepaid,143,6,0.146,1,5,2,5,1
R05408,2025-05-28,1051,Home,Prepaid,1,10,0.046,0,5,2,0,0
R05706,2025-05-28,224,Electronics,COD,442,8,0.116,0,5,1,0,0
R00514,2025-05-28,1794,Books,Prepaid,505,5,0.182,0,11,2,20,0
R01574,2025-05-28,4015,Electronics,COD,246,4,0.218,0,7,1,0,1
R01843,2025-05-28,1264,Clothing,COD,466,5,0.006,0,1,3,5,0
R01426,2025-05-28,629,Electronics,Prepaid,952,4,0.15,0,8,1,10,0
R03208,2025-05-28,787,Clothing,COD,836,7,0.17,0,2,2,5,0
R01535,2025-05-28,541,Electronics,COD,127,3,0.233,0,4,3,5,1
R00885,2025-05-28,712,Books,COD,951,8,0.381,0,6,4,10,0
R00166,2025-05-28,796,Home,COD,322,3,0.336,0,4,2,5,1
R05658,2025-05-28,885,Electronics,COD,113,7,0.126,0,7,1,10,0
R05306,2025-05-28,1207,Clothing,Prepaid,294,10,0.107,1,5,2,20,0
R01964,2025-05-29,927,Clothing,Prepaid,610,6,0.069,1,10,3,5,0
R02338,2025-05-29,1328,Home,Prepaid,228,6,0.418,1,1,2,0,0
R05238,2025-05-29,3192,Electronics,Prepaid,828,7,0.442,0,11,1,20,0
R00849,2025-05-29,220,Clothing,COD,135,12,0.26,0,6,1,10,0
R02372,2025-05-29,860,Books,COD,552,6,0.042,1,9,1,30,0
R02334,2025-05-29,5067,Clothing,COD,788,7,0.262,0,8,1,10,1
R00867,2025-05-29,9332,Home,COD,937,4,0.385,0,6,2,10,0
R01025,2025-05-29,4075,Beauty,COD,606,3,0.232,1,6,3,30,0
R02326,2025-05-29,604,Clothing,COD,651,4,0.008,0,12,1,5,0
R05224,2025-05-29,567,Books,Prepaid,265,4,0.283,0,11,2,20,0
R02288,2025-05-29,1363,Electronics,Prepaid,110,4,0.123,0,7,1,70,0
R02945,2025-05-29,3140,Clothing,COD,7,2,0.339,0,4,2,50,0
R05356,2025-05-29,507,Beauty,Prepaid,913,8,0.236,0,5,1,20,0
R05952,2025-05-29,2552,Electronics,Prepaid,228,3,0.247,0,12,1,30,0
R05833,2025-05-29,3714,Clothing,Prepaid,247,10,0.167,0,4,1,30,0
R02516,2025-05-29,1317,Books,COD,400,8,0.018,1,7,1,5,0
R03169,2025-05-29,213,Electronics,COD,375,8,0.271,0,12,1,5,1
R03364,2025-05-29,642,Clothing,Prepaid,469,6,0.051,0,4,1,20,0
R05394,2025-05-29,383,Home,Prepaid,889,4,0.243,1,9,1,0,0
R03082,2025-05-29,457,Clothing,Prepaid,938,5,0.265,0,3,3,30,0
R03455,2025-05-29,1820,Home,Prepaid,27,12,0.498,0,10,2,20,0
R02984,2025-05-29,1274,Clothing,COD,386,6,0.185,0,9,2,70,0
R01264,2025-05-29,625,Beauty,COD,746,6,0.497,0,9,1,0,0
R04374,2025-05-29,3231,Beauty,Prepaid,528,5,0.099,0,8,1,10,0
R05189,2025-05-29,213,Home,Prepaid,588,7,0.372,0,10,2,70,0
R01231,2025-05-29,2634,Books,Prepaid,407,8,0.18,0,12,2,0,0
R00028,2025-05-29,273,Beauty,Prepaid,212,7,0.314,0,2,2,50,1
R05984,2025-05-29,657,Beauty,Prepaid,256,7,0.248,1,9,1,10,0
R04998,2025-05-29,10015,Electronics,Prepaid,401,8,0.511,0,10,1,5,0
R05278,2025-05-29,1715,Beauty,COD,659,6,0.086,0,3,2,20,0
R00149,2025-05-29,595,Beauty,COD,314,5,0.073,0,10,2,0,0
